Yas;Departman;Evden_Uzaklik;Egitim_Seviyesi;Egitim_Alani;Cinsiyet;Is_Memnuniyeti;Medeni_Durum;Aylik_Gelir;Onceki_Sirket_Sayisi;Fazla_Mesai;Toplam_Calisma_Yili;Sirketteki_Yil;Son_Terfi_Suresi;Is_Seyahati;Is_Yasam_Dengesi;Is_Seviyesi;Maas_Artis_Yuzdesi;Ortam_Memnuniyeti;Mevcut_Mudurle_Yil;Istifa
32;Araştırma ve Geliştirme;6;5;Yaşam Bilimleri;Erkek;3;Bekar;3038;3;Hayır;8;5;1;Nadiren_Seyahat;3;1;20;3;4;Hayır
27;Araştırma ve Geliştirme;17;3;Teknik Derece;Erkek;2;Evli;3058;0;Evet;6;5;1;Nadiren_Seyahat;2;1;16;3;1;Hayır
19;Satış;1;1;Teknik Derece;Kadın;1;Bekar;2325;0;Hayır;1;0;0;Sık_Seyahat;4;1;21;3;0;Evet
36;Araştırma ve Geliştirme;3;2;Tıp;Erkek;2;Bekar;2088;4;Hayır;13;8;7;Sık_Seyahat;2;1;12;4;2;Hayır
30;Araştırma ve Geliştirme;9;3;Tıp;Erkek;1;Boşanmış;3072;1;Hayır;12;12;6;Seyahat_Etmiyor;3;2;11;3;10;Hayır
45;Satış;4;2;Yaşam Bilimleri;Kadın;1;Boşanmış;5006;4;Evet;9;5;0;Nadiren_Seyahat;4;2;11;3;3;Hayır
56;Araştırma ve Geliştirme;8;3;Yaşam Bilimleri;Kadın;1;Boşanmış;4257;4;Evet;19;2;2;Nadiren_Seyahat;3;1;18;3;2;Hayır
33;Araştırma ve Geliştirme;2;3;Yaşam Bilimleri;Erkek;4;Bekar;2500;0;Hayır;4;3;0;Nadiren_Seyahat;4;1;14;3;2;Hayır
19;Araştırma ve Geliştirme;2;3;Yaşam Bilimleri;Erkek;4;Bekar;1102;1;Hayır;1;1;1;Nadiren_Seyahat;2;1;22;2;0;Evet
46;Satış;1;2;Pazarlama;Kadın;1;Boşanmış;10453;1;Hayır;24;24;15;Nadiren_Seyahat;3;3;25;2;7;Hayır
38;Araştırma ve Geliştirme;9;2;Yaşam Bilimleri;Kadın;4;Bekar;2288;1;Hayır;2;2;2;Nadiren_Seyahat;3;1;12;3;1;Hayır
31;Araştırma ve Geliştirme;12;1;Tıp;Kadın;4;Evli;3929;8;Evet;7;4;0;Nadiren_Seyahat;3;1;23;3;2;Hayır
34;Araştırma ve Geliştirme;27;2;Tıp;Kadın;2;Bekar;2311;2;Hayır;9;3;1;Nadiren_Seyahat;3;1;15;4;2;Hayır
41;Satış;20;2;Pazarlama;Kadın;2;Bekar;3140;1;Evet;4;4;0;Nadiren_Seyahat;2;1;22;2;2;Evet
50;Araştırma ve Geliştirme;1;3;Tıp;Erkek;3;Evli;3690;2;Hayır;5;3;0;Nadiren_Seyahat;2;1;15;3;2;Hayır
53;Araştırma ve Geliştirme;13;2;Tıp;Kadın;1;Boşanmış;4450;1;Hayır;5;4;1;Nadiren_Seyahat;3;2;11;4;3;Hayır
33;Araştırma ve Geliştirme;14;3;Tıp;Kadın;2;Evli;2756;1;Hayır;8;8;1;Nadiren_Seyahat;3;1;13;4;6;Hayır
40;Araştırma ve Geliştirme;4;1;Tıp;Kadın;3;Evli;19033;1;Hayır;21;20;9;Nadiren_Seyahat;3;5;14;4;9;Hayır
55;Araştırma ve Geliştirme;14;4;Tıp;Erkek;2;Bekar;18722;8;Hayır;36;24;2;Nadiren_Seyahat;3;5;11;3;15;Hayır
34;Araştırma ve Geliştirme;2;1;Yaşam Bilimleri;Erkek;3;Evli;9547;1;Hayır;10;10;1;Sık_Seyahat;2;2;17;4;9;Hayır
51;Araştırma ve Geliştirme;3;3;Tıp;Kadın;2;Bekar;13734;3;Hayır;21;7;1;Nadiren_Seyahat;3;4;18;4;0;Hayır
52;Araştırma ve Geliştirme;1;4;Yaşam Bilimleri;Erkek;3;Evli;19999;0;Hayır;34;33;11;Nadiren_Seyahat;3;5;14;3;9;Hayır
27;Araştırma ve Geliştirme;9;3;Tıp;Kadın;2;Bekar;2279;1;Hayır;7;7;0;Nadiren_Seyahat;2;1;16;4;3;Hayır
35;Araştırma ve Geliştirme;23;2;Yaşam Bilimleri;Erkek;3;Evli;5916;3;Evet;8;1;0;Nadiren_Seyahat;3;2;13;2;1;Evet
43;Araştırma ve Geliştirme;7;3;Tıp;Erkek;4;Boşanmış;2089;4;Hayır;7;5;2;Seyahat_Etmiyor;4;1;14;4;2;Hayır
45;Araştırma ve Geliştirme;2;2;Tıp;Erkek;4;Evli;16792;9;Hayır;22;20;11;Seyahat_Etmiyor;3;4;23;1;8;Hayır
37;Araştırma ve Geliştirme;21;3;Yaşam Bilimleri;Erkek;1;Evli;3564;1;Evet;8;8;1;Nadiren_Seyahat;2;1;12;2;7;Hayır
35;Araştırma ve Geliştirme;2;3;Tıp;Kadın;2;Bekar;4425;5;Hayır;10;6;1;Sık_Seyahat;3;2;11;2;2;Hayır
42;Araştırma ve Geliştirme;21;2;Tıp;Kadın;3;Boşanmış;5265;2;Hayır;11;5;0;Seyahat_Etmiyor;3;2;16;3;2;Hayır
38;Araştırma ve Geliştirme;2;4;Yaşam Bilimleri;Erkek;3;Evli;6553;9;Hayır;14;1;0;Nadiren_Seyahat;3;2;14;4;0;Hayır
38;Araştırma ve Geliştirme;29;3;Teknik Derece;Erkek;4;Evli;6261;3;Hayır;9;7;1;Nadiren_Seyahat;1;2;18;4;7;Hayır
27;Araştırma ve Geliştirme;1;1;Teknik Derece;Erkek;1;Evli;4298;5;Hayır;6;2;2;Sık_Seyahat;3;2;19;3;0;Hayır
49;Araştırma ve Geliştirme;18;4;Yaşam Bilimleri;Erkek;4;Boşanmış;6804;1;Evet;7;7;1;Seyahat_Etmiyor;3;2;15;4;7;Hayır
34;Araştırma ve Geliştirme;10;4;Tıp;Erkek;3;Boşanmış;3815;1;Evet;5;5;2;Sık_Seyahat;4;1;17;4;0;Hayır
40;Araştırma ve Geliştirme;19;2;Tıp;Erkek;4;Evli;2741;8;Evet;15;7;3;Nadiren_Seyahat;4;2;15;3;7;Hayır
38;Araştırma ve Geliştirme;29;1;Tıp;Erkek;1;Evli;6673;7;Evet;17;1;0;Nadiren_Seyahat;3;2;19;2;0;Evet
29;Satış;27;3;Pazarlama;Kadın;4;Evli;7639;1;Hayır;10;10;1;Nadiren_Seyahat;2;3;22;2;9;Evet
22;Araştırma ve Geliştirme;5;3;Yaşam Bilimleri;Erkek;2;Boşanmış;2328;1;Evet;4;4;2;Nadiren_Seyahat;2;1;16;4;2;Hayır
36;Araştırma ve Geliştirme;18;1;Tıp;Kadın;4;Bekar;2153;1;Hayır;8;8;1;Sık_Seyahat;3;1;13;2;7;Hayır
40;Araştırma ve Geliştirme;9;5;Yaşam Bilimleri;Erkek;4;Evli;4876;9;Hayır;5;3;0;Seyahat_Etmiyor;1;2;14;4;2;Hayır
46;Araştırma ve Geliştirme;1;4;Tıp;Erkek;1;Boşanmış;9396;7;Hayır;17;4;0;Nadiren_Seyahat;3;3;16;4;3;Hayır
32;Satış;4;4;Tıp;Erkek;4;Evli;10400;1;Hayır;14;14;9;Nadiren_Seyahat;2;3;11;4;8;Evet
30;Araştırma ve Geliştirme;1;1;Yaşam Bilimleri;Erkek;3;Bekar;8474;1;Hayır;12;11;5;Seyahat_Etmiyor;3;3;22;3;8;Hayır
27;Satış;20;3;Yaşam Bilimleri;Kadın;3;Bekar;9981;1;Hayır;7;7;0;Sık_Seyahat;3;2;14;4;7;Hayır
51;Araştırma ve Geliştirme;8;4;Yaşam Bilimleri;Erkek;2;Evli;12490;5;Hayır;16;10;4;Nadiren_Seyahat;1;3;16;2;7;Hayır
30;Araştırma ve Geliştirme;3;3;Teknik Derece;Kadın;1;Bekar;2657;5;Evet;8;5;0;Nadiren_Seyahat;3;1;11;4;4;Evet
41;Satış;6;3;Yaşam Bilimleri;Kadın;4;Bekar;13591;3;Evet;16;1;0;Nadiren_Seyahat;3;3;18;4;0;Hayır
30;Satış;26;4;Pazarlama;Kadın;1;Bekar;6696;5;Hayır;9;6;0;Sık_Seyahat;2;2;15;3;1;Evet
29;Araştırma ve Geliştirme;1;3;Teknik Derece;Erkek;3;Bekar;2058;0;Hayır;7;6;1;Nadiren_Seyahat;2;1;14;3;5;Evet
45;Satış;6;3;Tıp;Kadın;4;Bekar;8865;6;Hayır;23;19;12;Seyahat_Etmiyor;3;3;12;4;8;Hayır
54;Satış;3;3;Pazarlama;Kadın;1;Evli;5940;2;Hayır;16;6;0;Nadiren_Seyahat;3;2;14;4;5;Hayır
36;Araştırma ve Geliştirme;5;2;Yaşam Bilimleri;Erkek;2;Bekar;5914;8;Hayır;16;13;3;Nadiren_Seyahat;4;2;16;4;7;Hayır
33;Araştırma ve Geliştirme;4;4;Tıp;Kadın;2;Evli;2622;6;Hayır;7;3;1;Nadiren_Seyahat;3;1;21;3;1;Hayır
37;Araştırma ve Geliştirme;11;3;Diğer;Erkek;4;Boşanmış;12185;1;Evet;10;10;0;Sık_Seyahat;3;3;14;2;7;Hayır
38;Satış;3;3;Yaşam Bilimleri;Erkek;3;Boşanmış;10609;0;Hayır;17;16;5;Nadiren_Seyahat;2;3;12;1;13;Hayır
31;Araştırma ve Geliştirme;1;4;Tıp;Erkek;3;Evli;4345;0;Hayır;6;5;1;Seyahat_Etmiyor;3;2;12;3;4;Hayır
59;Araştırma ve Geliştirme;3;3;Yaşam Bilimleri;Erkek;4;Evli;2177;3;Hayır;7;1;0;Nadiren_Seyahat;3;1;17;3;0;Hayır
37;Satış;4;4;Pazarlama;Erkek;4;Boşanmış;2793;4;Hayır;13;9;5;Sık_Seyahat;3;1;17;1;8;Hayır
29;Satış;1;1;Tıp;Kadın;4;Evli;7918;1;Hayır;11;11;4;Sık_Seyahat;3;3;14;2;1;Hayır
35;Satış;1;3;Pazarlama;Kadın;3;Bekar;8789;1;Hayır;10;10;0;Sık_Seyahat;4;3;14;3;8;Hayır
29;Araştırma ve Geliştirme;18;1;Tıp;Erkek;4;Bekar;2389;1;Evet;4;4;0;Nadiren_Seyahat;2;1;13;3;1;Evet
52;Araştırma ve Geliştirme;2;3;Yaşam Bilimleri;Kadın;4;Bekar;3212;7;Hayır;6;2;2;Nadiren_Seyahat;2;1;15;3;2;Hayır
42;Araştırma ve Geliştirme;4;2;Teknik Derece;Erkek;4;Evli;19232;1;Hayır;22;22;11;Nadiren_Seyahat;3;5;11;3;15;Hayır
59;İnsan Kaynakları;6;2;Tıp;Erkek;3;Evli;2267;8;Hayır;7;2;2;Nadiren_Seyahat;2;1;17;2;2;Hayır
50;Satış;1;4;Tıp;Kadın;4;Boşanmış;19517;3;Hayır;32;7;0;Nadiren_Seyahat;2;5;11;4;6;Hayır
33;Araştırma ve Geliştirme;14;3;Tıp;Erkek;4;Evli;2436;5;Evet;8;5;0;Nadiren_Seyahat;1;1;13;3;4;Evet
43;Satış;16;3;Pazarlama;Kadın;4;Evli;16064;5;Evet;22;17;1;Nadiren_Seyahat;3;4;22;4;9;Hayır
33;Araştırma ve Geliştirme;2;2;Yaşam Bilimleri;Kadın;1;Evli;2707;7;Hayır;13;9;1;Nadiren_Seyahat;4;1;20;1;7;Evet
52;Satış;2;4;Yaşam Bilimleri;Erkek;3;Bekar;19068;1;Evet;33;33;15;Seyahat_Etmiyor;4;5;18;1;12;Hayır
32;Satış;4;2;Yaşam Bilimleri;Kadın;2;Evli;3931;2;Hayır;6;4;1;Nadiren_Seyahat;3;1;11;3;2;Hayır
32;Araştırma ve Geliştirme;1;3;Yaşam Bilimleri;Erkek;3;Bekar;3730;0;Evet;4;3;1;Nadiren_Seyahat;1;1;14;4;2;Evet
39;Araştırma ve Geliştirme;1;4;Tıp;Kadın;3;Boşanmış;2232;7;Hayır;7;3;1;Nadiren_Seyahat;3;1;14;3;2;Hayır
32;Satış;26;4;Pazarlama;Erkek;4;Evli;4465;0;Hayır;4;3;2;Seyahat_Etmiyor;3;2;18;3;2;Hayır
41;Araştırma ve Geliştirme;19;2;Yaşam Bilimleri;Erkek;1;Boşanmış;3072;2;Hayır;17;1;0;Nadiren_Seyahat;2;2;16;3;0;Hayır
40;Araştırma ve Geliştirme;24;2;Teknik Derece;Erkek;4;Boşanmış;3319;1;Hayır;9;9;4;Nadiren_Seyahat;3;2;17;1;7;Hayır
45;Araştırma ve Geliştirme;1;3;Diğer;Erkek;4;Evli;19202;0;Hayır;25;24;1;Nadiren_Seyahat;3;5;11;3;7;Hayır
31;Araştırma ve Geliştirme;3;4;Tıp;Erkek;3;Boşanmış;13675;9;Hayır;9;2;2;Sık_Seyahat;3;3;12;2;2;Hayır
33;Araştırma ve Geliştirme;5;4;Yaşam Bilimleri;Kadın;4;Evli;2911;1;Hayır;2;2;0;Nadiren_Seyahat;2;1;13;3;2;Hayır
34;Araştırma ve Geliştirme;2;4;Yaşam Bilimleri;Erkek;1;Evli;5957;6;Hayır;13;11;5;Nadiren_Seyahat;3;2;13;4;9;Hayır
37;Araştırma ve Geliştirme;1;2;Tıp;Kadın;1;Evli;3920;2;Hayır;17;3;0;Nadiren_Seyahat;2;1;14;3;2;Hayır
45;Araştırma ve Geliştirme;7;4;Yaşam Bilimleri;Erkek;3;Evli;6434;4;Hayır;9;3;0;Sık_Seyahat;3;2;17;1;2;Hayır
37;Araştırma ve Geliştirme;10;3;Tıp;Erkek;3;Boşanmış;10048;6;Hayır;17;1;0;Sık_Seyahat;3;3;11;1;0;Evet
39;Araştırma ve Geliştirme;2;4;Teknik Derece;Kadın;3;Bekar;10938;0;Hayır;20;19;11;Sık_Seyahat;3;3;25;3;8;Hayır
29;Araştırma ve Geliştirme;15;3;Yaşam Bilimleri;Erkek;4;Bekar;2340;1;Hayır;6;6;1;Nadiren_Seyahat;3;1;19;3;5;Hayır
42;Araştırma ve Geliştirme;17;2;Yaşam Bilimleri;Kadın;1;Bekar;6545;3;Evet;10;3;0;Nadiren_Seyahat;3;2;13;4;2;Hayır
29;Satış;20;2;Pazarlama;Erkek;4;Boşanmış;6931;2;Hayır;10;3;0;Nadiren_Seyahat;3;2;14;4;2;Hayır
25;Araştırma ve Geliştirme;1;3;Yaşam Bilimleri;Kadın;3;Evli;4898;0;Hayır;5;4;1;Nadiren_Seyahat;3;2;12;1;2;Hayır
42;Araştırma ve Geliştirme;2;3;Tıp;Kadın;1;Boşanmış;2593;0;Evet;10;9;7;Nadiren_Seyahat;3;1;11;4;8;Hayır
40;Araştırma ve Geliştirme;2;2;Tıp;Erkek;3;Boşanmış;19436;0;Hayır;22;21;3;Nadiren_Seyahat;3;5;19;1;9;Hayır
51;Araştırma ve Geliştirme;1;3;Yaşam Bilimleri;Erkek;4;Evli;2723;1;Hayır;1;1;0;Nadiren_Seyahat;2;1;11;3;0;Hayır
31;Araştırma ve Geliştirme;29;2;Tıp;Erkek;2;Bekar;3479;0;Hayır;6;5;1;Sık_Seyahat;4;1;11;3;4;Evet
32;Araştırma ve Geliştirme;7;3;Yaşam Bilimleri;Erkek;2;Evli;2794;1;Hayır;5;5;0;Sık_Seyahat;1;1;20;2;3;Hayır
38;Satış;2;2;Yaşam Bilimleri;Erkek;4;Evli;5249;3;Hayır;13;8;7;Seyahat_Etmiyor;3;2;18;4;5;Hayır
32;Araştırma ve Geliştirme;2;1;Teknik Derece;Erkek;1;Bekar;2176;4;Hayır;9;6;0;Nadiren_Seyahat;3;2;13;4;4;Hayır
46;Satış;2;3;Teknik Derece;Kadın;2;Evli;16872;3;Evet;28;7;7;Nadiren_Seyahat;2;4;12;3;7;Hayır
28;Araştırma ve Geliştirme;2;4;Yaşam Bilimleri;Erkek;3;Bekar;3485;2;Hayır;5;0;0;Nadiren_Seyahat;1;1;11;1;0;Evet
29;Satış;2;3;Tıp;Erkek;2;Evli;6644;2;Hayır;10;0;0;Nadiren_Seyahat;3;2;19;1;0;Hayır
31;Araştırma ve Geliştirme;23;3;Tıp;Erkek;4;Evli;5582;0;Hayır;10;9;7;Nadiren_Seyahat;3;2;21;2;8;Hayır
25;Araştırma ve Geliştirme;5;2;Yaşam Bilimleri;Erkek;1;Boşanmış;4000;1;Hayır;6;6;1;Seyahat_Etmiyor;3;2;12;2;5;Hayır
45;Araştırma ve Geliştirme;20;2;Tıp;Erkek;4;Evli;13496;0;Evet;21;20;4;Nadiren_Seyahat;3;4;14;3;10;Hayır
36;Araştırma ve Geliştirme;6;3;Yaşam Bilimleri;Erkek;4;Evli;3210;0;Hayır;16;15;10;Nadiren_Seyahat;3;1;11;4;11;Hayır
55;Araştırma ve Geliştirme;1;3;Tıp;Erkek;1;Bekar;19045;0;Evet;37;36;4;Nadiren_Seyahat;3;5;14;4;13;Hayır
47;Araştırma ve Geliştirme;29;4;Yaşam Bilimleri;Erkek;2;Evli;11849;1;Evet;10;10;9;Seyahat_Etmiyor;2;3;12;1;9;Evet
28;Araştırma ve Geliştirme;9;3;Tıp;Erkek;4;Evli;2070;1;Hayır;5;5;0;Nadiren_Seyahat;2;1;23;4;4;Hayır
37;Satış;6;4;Tıp;Erkek;4;Evli;6502;4;Hayır;7;5;0;Nadiren_Seyahat;4;2;14;3;1;Hayır
21;Araştırma ve Geliştirme;3;2;Tıp;Erkek;3;Bekar;3230;1;Hayır;3;3;1;Nadiren_Seyahat;4;1;17;4;0;Hayır
37;Araştırma ve Geliştirme;1;4;Tıp;Kadın;4;Boşanmış;13603;2;Evet;15;5;0;Seyahat_Etmiyor;3;3;18;1;2;Hayır
35;Araştırma ve Geliştirme;22;3;Yaşam Bilimleri;Kadın;2;Boşanmış;11996;7;Hayır;10;7;6;Nadiren_Seyahat;2;3;18;2;2;Hayır
38;Satış;7;2;Tıp;Kadın;1;Boşanmış;5605;1;Evet;8;8;7;Nadiren_Seyahat;3;2;24;1;7;Hayır
26;Araştırma ve Geliştirme;1;3;Yaşam Bilimleri;Kadın;2;Boşanmış;6397;1;Hayır;6;6;1;Sık_Seyahat;1;2;20;3;4;Hayır
50;Araştırma ve Geliştirme;4;1;Yaşam Bilimleri;Erkek;2;Boşanmış;19144;3;Hayır;28;10;1;Nadiren_Seyahat;2;5;14;1;6;Hayır
53;Araştırma ve Geliştirme;3;4;Tıp;Erkek;3;Evli;17584;3;Evet;21;5;1;Nadiren_Seyahat;2;4;16;3;3;Hayır
42;Satış;1;1;Yaşam Bilimleri;Erkek;3;Evli;4907;1;Hayır;20;20;11;Nadiren_Seyahat;3;2;25;2;6;Hayır
29;Satış;2;2;Yaşam Bilimleri;Erkek;4;Bekar;4554;1;Hayır;10;10;0;Sık_Seyahat;2;2;18;2;9;Hayır
55;Araştırma ve Geliştirme;20;2;Teknik Derece;Erkek;4;Evli;5415;3;Evet;12;10;0;Nadiren_Seyahat;3;2;19;2;8;Hayır
26;Araştırma ve Geliştirme;11;2;Tıp;Erkek;1;Evli;4741;1;Evet;5;5;3;Sık_Seyahat;3;2;13;1;3;Hayır
37;Araştırma ve Geliştirme;1;3;Yaşam Bilimleri;Kadın;4;Bekar;2115;1;Hayır;17;17;5;Nadiren_Seyahat;3;1;12;4;7;Hayır
44;Araştırma ve Geliştirme;24;3;Yaşam Bilimleri;Erkek;3;Boşanmış;3161;3;Evet;19;1;0;Sık_Seyahat;1;1;22;4;0;Evet
38;Araştırma ve Geliştirme;23;4;Yaşam Bilimleri;Erkek;4;Boşanmış;5745;9;Hayır;10;2;1;Nadiren_Seyahat;3;2;14;4;2;Hayır
26;Araştırma ve Geliştirme;16;4;Tıp;Erkek;2;Boşanmış;2373;2;Evet;5;3;0;Nadiren_Seyahat;3;1;13;1;2;Evet
28;Araştırma ve Geliştirme;8;2;Yaşam Bilimleri;Kadın;4;Bekar;3310;1;Hayır;5;5;0;Nadiren_Seyahat;3;1;21;4;2;Hayır
49;Araştırma ve Geliştirme;10;4;Yaşam Bilimleri;Kadın;1;Bekar;18665;9;Evet;22;3;1;Sık_Seyahat;3;5;11;3;2;Hayır
36;Araştırma ve Geliştirme;3;3;Teknik Derece;Erkek;2;Bekar;4485;4;Hayır;10;8;7;Nadiren_Seyahat;3;2;12;3;7;Hayır
31;Satış;5;3;Pazarlama;Kadın;2;Boşanmış;2789;1;Hayır;2;2;2;Sık_Seyahat;2;1;11;4;2;Hayır
26;Satış;4;4;Pazarlama;Erkek;4;Bekar;5828;1;Evet;8;8;7;Nadiren_Seyahat;3;2;12;4;4;Evet
37;Araştırma ve Geliştirme;9;3;Tıp;Erkek;4;Evli;2326;1;Evet;4;4;1;Sık_Seyahat;2;1;12;2;2;Hayır
42;Satış;26;3;Pazarlama;Kadın;2;Evli;13525;5;Hayır;23;20;4;Sık_Seyahat;4;4;14;3;8;Hayır
18;Araştırma ve Geliştirme;3;3;Yaşam Bilimleri;Erkek;3;Bekar;1420;1;Hayır;0;0;0;Nadiren_Seyahat;3;1;13;3;0;Evet
35;Satış;16;3;Pazarlama;Erkek;2;Evli;8020;0;Hayır;12;11;6;Nadiren_Seyahat;2;3;15;3;9;Hayır
36;Araştırma ve Geliştirme;18;4;Yaşam Bilimleri;Erkek;4;Evli;3688;4;Hayır;4;1;0;Sık_Seyahat;3;1;18;3;0;Hayır
51;Araştırma ve Geliştirme;2;3;Tıp;Erkek;2;Boşanmış;5482;5;Hayır;13;4;1;Nadiren_Seyahat;3;2;18;4;2;Hayır
41;Satış;2;4;Yaşam Bilimleri;Erkek;2;Bekar;16015;1;Hayır;22;22;0;Nadiren_Seyahat;3;4;19;4;4;Hayır
18;Satış;10;3;Tıp;Kadın;3;Bekar;1200;1;Hayır;0;0;0;Nadiren_Seyahat;3;1;12;4;0;Hayır
28;Araştırma ve Geliştirme;16;2;Tıp;Erkek;1;Bekar;5661;0;Hayır;9;8;0;Nadiren_Seyahat;3;2;19;2;7;Hayır
31;Satış;7;3;Teknik Derece;Erkek;4;Evli;6929;4;Hayır;10;8;7;Nadiren_Seyahat;2;2;11;2;7;Hayır
39;Araştırma ve Geliştirme;1;3;Tıp;Erkek;4;Boşanmış;9613;0;Hayır;19;18;3;Nadiren_Seyahat;2;3;17;3;7;Hayır
36;Araştırma ve Geliştirme;24;4;Yaşam Bilimleri;Kadın;2;Evli;5674;7;Hayır;11;9;0;Seyahat_Etmiyor;3;2;15;2;8;Hayır
32;Satış;7;3;Yaşam Bilimleri;Erkek;3;Evli;5484;1;Hayır;13;13;4;Nadiren_Seyahat;2;2;14;4;8;Hayır
38;Araştırma ve Geliştirme;25;2;Yaşam Bilimleri;Kadın;2;Evli;12061;3;Hayır;19;10;0;Nadiren_Seyahat;3;3;17;1;1;Hayır
58;Araştırma ve Geliştirme;1;4;Yaşam Bilimleri;Erkek;3;Boşanmış;5660;2;Evet;12;5;1;Seyahat_Etmiyor;3;2;13;4;2;Hayır
31;Araştırma ve Geliştirme;5;4;Teknik Derece;Erkek;4;Evli;4821;0;Evet;6;5;0;Nadiren_Seyahat;3;1;12;3;3;Hayır
31;İnsan Kaynakları;2;3;İnsan Kaynakları;Erkek;1;Evli;6410;3;Hayır;9;2;1;Nadiren_Seyahat;3;2;12;1;0;Hayır
45;Araştırma ve Geliştirme;7;3;Yaşam Bilimleri;Erkek;1;Boşanmış;5210;1;Hayır;24;24;9;Sık_Seyahat;3;3;18;1;11;Hayır
31;Araştırma ve Geliştirme;2;4;Yaşam Bilimleri;Erkek;4;Boşanmış;2695;0;Evet;3;2;2;Nadiren_Seyahat;1;1;18;3;2;Hayır
33;Araştırma ve Geliştirme;5;4;Yaşam Bilimleri;Kadın;2;Evli;11878;6;Hayır;12;10;8;Sık_Seyahat;3;3;11;4;8;Hayır
39;Araştırma ve Geliştirme;10;1;Tıp;Erkek;1;Evli;17068;1;Evet;21;21;11;Nadiren_Seyahat;3;4;14;3;10;Hayır
43;Araştırma ve Geliştirme;10;4;Yaşam Bilimleri;Kadın;4;Bekar;2455;0;Hayır;9;8;1;Sık_Seyahat;3;1;19;3;7;Hayır
49;Araştırma ve Geliştirme;1;2;Teknik Derece;Kadın;3;Bekar;13964;7;Evet;25;7;0;Nadiren_Seyahat;3;4;12;3;7;Hayır
52;Araştırma ve Geliştirme;8;4;Tıp;Erkek;2;Evli;4941;2;Hayır;11;8;7;Nadiren_Seyahat;2;2;15;3;7;Evet
27;Araştırma ve Geliştirme;5;3;Yaşam Bilimleri;Kadın;2;Bekar;2478;1;Evet;4;4;1;Nadiren_Seyahat;2;1;12;3;2;Hayır
32;Satış;8;2;Teknik Derece;Kadın;2;Evli;5228;1;Evet;13;13;11;Nadiren_Seyahat;3;2;11;3;9;Hayır
27;Satış;2;3;Yaşam Bilimleri;Erkek;3;Bekar;4478;1;Evet;5;5;0;Nadiren_Seyahat;3;2;11;4;4;Hayır
31;Satış;7;3;Pazarlama;Erkek;4;Boşanmış;7547;4;Hayır;13;7;1;Nadiren_Seyahat;3;2;12;4;7;Hayır
32;Araştırma ve Geliştirme;2;4;Tıp;Kadın;4;Bekar;5055;7;Hayır;10;7;0;Nadiren_Seyahat;2;2;16;1;7;Hayır
28;Araştırma ve Geliştirme;2;4;Tıp;Erkek;4;Evli;3464;5;Evet;5;3;2;Nadiren_Seyahat;2;1;13;1;2;Evet
30;Araştırma ve Geliştirme;28;2;Tıp;Kadın;4;Evli;5775;1;Hayır;11;10;1;Nadiren_Seyahat;3;2;13;4;9;Hayır
31;Araştırma ve Geliştirme;7;2;Yaşam Bilimleri;Kadın;3;Evli;8943;1;Hayır;10;10;8;Sık_Seyahat;3;3;24;3;9;Hayır
39;Araştırma ve Geliştirme;7;2;Tıp;Erkek;4;Evli;19272;1;Hayır;21;21;13;Sık_Seyahat;3;5;15;3;3;Hayır
39;Satış;3;2;Tıp;Kadın;3;Evli;5238;4;Evet;12;1;0;Nadiren_Seyahat;2;2;18;4;0;Evet
33;Satış;10;3;Pazarlama;Erkek;4;Bekar;4682;3;Hayır;9;7;0;Sık_Seyahat;2;2;14;2;1;Hayır
47;Araştırma ve Geliştirme;5;5;Yaşam Bilimleri;Erkek;3;Evli;18300;4;Hayır;21;3;1;Nadiren_Seyahat;3;5;11;4;1;Hayır
43;Araştırma ve Geliştirme;10;4;Yaşam Bilimleri;Kadın;3;Boşanmış;5257;1;Hayır;9;9;0;Sık_Seyahat;4;2;11;3;0;Hayır
27;Satış;1;1;Pazarlama;Erkek;2;Evli;6349;0;Evet;6;5;1;Seyahat_Etmiyor;3;2;13;3;4;Hayır
54;Araştırma ve Geliştirme;20;4;Yaşam Bilimleri;Kadın;3;Bekar;4869;3;Hayır;20;4;0;Sık_Seyahat;2;2;12;4;3;Hayır
43;Araştırma ve Geliştirme;7;3;Yaşam Bilimleri;Kadın;1;Evli;9985;8;Hayır;10;1;0;Nadiren_Seyahat;2;3;16;3;0;Hayır
45;Araştırma ve Geliştirme;8;4;Diğer;Erkek;4;Evli;3697;9;Hayır;12;10;9;Nadiren_Seyahat;3;2;14;4;8;Hayır
40;Satış;1;2;Tıp;Erkek;4;Evli;7457;2;Evet;6;4;0;Nadiren_Seyahat;2;2;22;2;2;Hayır
29;Araştırma ve Geliştirme;8;4;Diğer;Erkek;1;Evli;2119;1;Evet;7;7;0;Nadiren_Seyahat;2;1;11;2;7;Evet
29;Araştırma ve Geliştirme;9;5;Diğer;Erkek;4;Bekar;3983;0;Hayır;4;3;2;Nadiren_Seyahat;3;1;17;2;2;Hayır
30;Satış;5;3;Pazarlama;Kadın;3;Boşanmış;6118;1;Hayır;10;10;1;Nadiren_Seyahat;3;2;13;4;2;Hayır
27;Satış;8;4;Pazarlama;Kadın;2;Evli;6214;1;Hayır;8;8;0;Nadiren_Seyahat;3;2;18;2;7;Hayır
37;Araştırma ve Geliştirme;5;2;Tıp;Erkek;4;Boşanmış;6347;7;Hayır;8;6;0;Nadiren_Seyahat;2;2;16;4;4;Hayır
